"795","ztree_177e6d","38","male","bachelor degree","no","no","no","yes_able","22"
"796","ztree_2e0e6d","37","female","high-school diploma","no","no","no","yes_able","34"
"797","ztree_5556","43","female","bachelor degree","no","no","no","yes_able","21"
"798","ztree_fc336e","37","female","bachelor degree","no","yes","no","yes_able","24"
"799","ztree_0b6e","42","female","bachelor degree","yes","yes","no","yes_able","28"
"800","ztree_16d9","62","female","bachelor degree","no","yes","no","yes_able","22"
"801","ztree_d0e220","33","female","masters degree","yes","yes","no","yes_able","22"
"802","ztree_fa6ecb","32","female","some college","no","no","no","yes_able","21"
"803","ztree_a9d786","51","female","bachelor degree","no","no","no","yes_able","33"
"804","ztree_3648cb","29","female","bachelor degree","no","no","no","yes_able","21"
"805","ztree_3b36e4","27","female","some college","no","yes","no","yes_able","31"
"806","ztree_7233","60","male","bachelor degree","no","yes","no","yes_able","21"
"807","ztree_b2d4","25","female","some college","no","yes","no","yes_able","26"
"808","ztree_d10bee","29","male","bachelor degree","no","yes","no","yes_able","15"
"809","ztree_d2f495","30","female","bachelor degree","no","no","no","yes_able","41"
"810","ztree_3b15d6","29","female","some college","no","no","no","yes_able","17"
"811","ztree_3c9c","46","male","high-school diploma","no","no","no","dunno","33"
"812","ztree_3bb7ca","43","male","bachelor degree","no","no","no","yes_able","26"
"813","ztree_462aea","59","female","some college","no","no","no","yes_able","25"
"814","ztree_02d3","36","female","some college","no","no","no","yes_able","25"
"815","ztree_f957ca","35","male","masters degree","no","no","no","yes_able","17"
"816","ztree_fc08","62","male","some college","no","no","no","yes_able","36"
"820","ztree_cd3df6","63","female","bachelor degree","no","yes","no","yes_able","37"
"821","ztree_fabe5d","47","female","high-school diploma","no","no","no","yes_able","38"
"825","ztree_d1b9","32","male","bachelor degree","no","no","no","yes_able","15"
"826","ztree_f1d3","31","male","masters degree","no","no","no","yes_able","20"
"829","ztree_a869f8","55","female","high-school diploma","no","no","no","yes_able","25"
"830","ztree_bd46","28","female","masters degree","yes","yes","no","yes_able","23"
"832","ztree_80ca","40","female","bachelor degree","no","no","no","yes_able","20"
"835","ztree_a7aab2","29","male","some college","no","no","yes","yes_able","17"
